,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
rm_spec [µm],0.005612310241546871,0.007071067811865482,0.008908987181403403,0.011224620483093741,0.014142135623730965,0.017817974362806802,0.022449240966187483,0.02828427124746193,0.035635948725613605,0.044898481932374966,0.05656854249492385,0.07127189745122721,0.08979696386474992,0.1131370849898477,0.14254379490245442,0.17959392772949984,0.2262741699796954,0.28508758980490884,0.35918785545899967,0.45254833995939076,0.5701751796098176,0.7183757109179993,0.9050966799187815,1.1403503592196351,1.4367514218359985,1.810193359837563,2.2807007184392702,2.873502843671997,3.6203867196751256,4.5614014368785405,5.747005687343994,7.240773439350251,9.122802873757081,11.494011374687988,14.481546878700502,18.24560574751416,22.988022749375972,28.963093757401005,36.49121149502832,45.976045498751944,57.92618751480201,72.98242299005663,91.95209099750389,115.85237502960402,145.96484598011327,183.90418199500778,231.704750059208,291.92969196022653,367.8083639900155,463.409500118416,583.859383920453,735.616727980031,926.819000236832,1167.718767840906,1471.233455960062,1853.6380004736639,2335.437535681812,2942.4669119201235,3707.2760009473277,4670.875071363624
rl_spec [µm],0.005000000000000006,0.006299605249474372,0.007937005259841005,0.01000000000000001,0.012599210498948745,0.01587401051968201,0.02000000000000002,0.02519842099789749,0.03174802103936402,0.04000000000000004,0.05039684199579498,0.06349604207872804,0.08000000000000008,0.10079368399158994,0.12699208415745608,0.16000000000000014,0.2015873679831799,0.2539841683149121,0.3200000000000003,0.4031747359663598,0.5079683366298242,0.6400000000000006,0.8063494719327194,1.0159366732596484,1.2800000000000011,1.6126989438654389,2.031873346519297,2.560000000000002,3.2253978877308778,4.063746693038594,5.120000000000004,6.4507957754617555,8.127493386077187,10.240000000000007,12.90159155092351,16.25498677215437,20.480000000000015,25.80318310184702,32.50997354430874,40.96000000000002,51.60636620369404,65.01994708861749,81.92000000000004,103.21273240738806,130.03989417723497,163.8400000000001,206.42546481477612,260.07978835446994,327.6800000000002,412.85092962955224,520.1595767089398,655.3600000000004,825.7018592591044,1040.3191534178795,1310.7200000000005,1651.4037185182087,2080.638306835759,2621.440000000001,3302.8074370364175,4161.276613671518
rr_spec [µm],0.006299605249474372,0.007937005259841005,0.01000000000000001,0.012599210498948745,0.01587401051968201,0.02000000000000002,0.02519842099789749,0.03174802103936402,0.04000000000000004,0.05039684199579498,0.06349604207872804,0.08000000000000008,0.10079368399158994,0.12699208415745608,0.16000000000000014,0.2015873679831799,0.2539841683149121,0.3200000000000003,0.4031747359663598,0.5079683366298242,0.6400000000000006,0.8063494719327194,1.0159366732596484,1.2800000000000011,1.6126989438654389,2.031873346519297,2.560000000000002,3.2253978877308778,4.063746693038594,5.120000000000004,6.4507957754617555,8.127493386077187,10.240000000000007,12.90159155092351,16.25498677215437,20.480000000000015,25.80318310184702,32.50997354430874,40.96000000000002,51.60636620369404,65.01994708861749,81.92000000000004,103.21273240738806,130.03989417723497,163.8400000000001,206.42546481477612,260.07978835446994,327.6800000000002,412.85092962955224,520.1595767089398,655.3600000000004,825.7018592591044,1040.3191534178795,1310.7200000000005,1651.4037185182087,2080.638306835759,2621.440000000001,3302.8074370364175,4161.276613671518,5242.880000000002
0,408.29713448612466,605.4609120911595,674.0402943083044,778.603055311362,740.7250455035169,640.415381406467,562.2207483936844,463.3746817198344,444.46865087047183,404.29320432306196,432.4098260646188,417.5925747135154,402.0348896216482,314.6345887042731,258.02356000207374,180.38488010317366,115.46726353477072,70.74375794842346,34.93206602296801,17.20947528422698,8.199566135564138,3.2824791053028743,1.5280809500473103,0.7122902058140022,0.45617650452613145,0.2936369033538199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,408.2971344861248,605.4609120911598,674.0402943083046,778.6030553113621,740.7250455035169,640.415381406467,562.2207483936844,463.37468171983454,444.4686508704719,404.29320432306207,432.40982606461887,417.59257471351566,402.03488962164835,314.63458870427314,258.0235600020739,180.38488010317369,115.4672635347708,70.7437579484235,34.932066022968016,17.209475284226986,8.19956613556414,3.282479105302875,1.5280809500473107,0.7122902058140025,0.4561765045261316,0.29363690335382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,408.29713448612466,605.4609120911598,674.0402943083046,778.6030553113621,740.7250455035169,640.415381406467,562.2207483936844,463.3746817198345,444.46865087047183,404.293204323062,432.4098260646188,417.59257471351555,402.03488962164823,314.6345887042731,258.02356000207385,180.38488010317369,115.46726353477077,70.74375794842346,34.932066022968016,17.209475284226983,8.19956613556414,3.2824791053028743,1.5280809500473103,0.7122902058140022,0.4561765045261316,0.29363690335382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,408.29713448612466,605.4609120911598,674.0402943083046,778.6030553113621,740.7250455035169,640.415381406467,562.2207483936844,463.3746817198345,444.46865087047183,404.293204323062,432.4098260646188,417.59257471351555,402.03488962164823,314.6345887042731,258.02356000207385,180.38488010317369,115.46726353477077,70.74375794842346,34.932066022968016,17.209475284226983,8.19956613556414,3.2824791053028743,1.5280809500473103,0.7122902058140022,0.4561765045261316,0.29363690335382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,408.29713448612466,605.4609120911598,674.0402943083046,778.6030553113621,740.7250455035169,640.415381406467,562.2207483936844,463.3746817198345,444.46865087047183,404.293204323062,432.4098260646188,417.59257471351555,402.03488962164823,314.6345887042731,258.02356000207385,180.38488010317369,115.46726353477077,70.74375794842346,34.932066022968016,17.209475284226983,8.19956613556414,3.2824791053028743,1.5280809500473103,0.7122902058140022,0.4561765045261316,0.29363690335382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,408.2971344861248,605.4609120911598,674.0402943083046,778.6030553113621,740.7250455035169,640.415381406467,562.2207483936844,463.37468171983454,444.4686508704719,404.29320432306207,432.40982606461887,417.59257471351566,402.03488962164835,314.63458870427314,258.0235600020739,180.38488010317369,115.4672635347708,70.7437579484235,34.932066022968016,17.209475284226986,8.19956613556414,3.282479105302875,1.5280809500473107,0.7122902058140025,0.4561765045261316,0.29363690335382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,408.29713448612466,605.4609120911598,674.0402943083046,778.6030553113621,740.7250455035169,640.415381406467,562.2207483936844,463.3746817198345,444.46865087047183,404.293204323062,432.4098260646188,417.59257471351555,402.03488962164823,314.6345887042731,258.02356000207385,180.38488010317369,115.46726353477077,70.74375794842346,34.932066022968016,17.209475284226983,8.19956613556414,3.2824791053028743,1.5280809500473103,0.7122902058140022,0.4561765045261316,0.29363690335382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
