,time,RH_parcel,q_parcel,T_parcel,z_parcel,qa_ts,qc_ts,qr_ts,na_ts,nc_ts,nr_ts
23,11.5,0.9934047773343638,14.606938272536564,293.1443513323306,5.75,4.914998954817573e-05,0.00014300874375923998,0.0,1972.576851971478,4.7359403430615945,0.0
24,12.0,0.9935557061132635,14.60694173993904,293.1419024049937,6.0,4.8420918623491423e-05,0.00014027041220674485,0.0,1972.804248105007,4.508544209532872,0.0
25,12.5,0.9937066290337432,14.60694506328657,293.1394538361458,6.25,4.680626263297084e-05,0.0001385617206671123,0.0,1972.8042481050068,4.508544209532871,0.0
26,13.0,0.9938575474495293,14.606948248790529,293.1370056103295,6.5,4.617929753497443e-05,0.00013600318180783904,0.0,1973.0210844778967,4.291707836643132,0.0
27,13.5,0.9940084626509403,14.606951302369625,293.13455771281576,6.75,4.4701757974577964e-05,0.00013442714227180093,0.0,1973.0210844778965,4.291707836643131,0.0
28,14.0,0.9941593758606975,14.606954229631052,293.13211012965075,7.0,4.329870325554233e-05,0.00013290293556309253,0.0,1973.0210844778965,4.291707836643131,0.0
29,14.5,0.9943102882356389,14.606957035878597,293.12966284763576,7.25,4.2812782840361785e-05,0.00013058260843246656,0.0,1973.2277943673928,4.084997947146877,0.0
30,15.0,0.9944612008698468,14.606959726127032,293.12721585429114,7.5,4.152632086218005e-05,0.00012917882197581315,0.0,1973.2277943673923,4.084997947146876,0.0
31,15.5,0.9946121148109501,14.606962305176598,293.1247691376713,7.75,4.111841037856215e-05,0.0001270076828927147,0.0,1973.4247971925804,3.8879951219591375,0.0
32,16.0,0.9947630310416394,14.606964777529031,293.1223226865734,8.0,3.993730563300215e-05,0.00012571643520691602,0.0,1973.42479719258,3.887995121959137,0.0
33,16.5,0.994913950498796,14.606967147474826,293.1198764903202,8.25,3.960008520933735e-05,0.0001236837098351757,0.0,1973.6124987494245,3.7002935651150324,0.0
34,17.0,0.9950648740697096,14.606969419076245,293.1174305388027,8.5,3.8514385219520444e-05,0.00012249780840529895,0.0,1973.6124987494245,3.7002935651150324,0.0
35,17.5,0.9952158026009588,14.6069715962078,293.1149848223788,8.75,3.748121269731728e-05,0.00012135384937224879,0.0,1973.6124987494247,3.700293565115033,0.0
36,18.0,0.9953667368864872,14.60697368250227,293.11253933200817,9.0,3.724223983905782e-05,0.00011950652776016786,0.0,1973.7912914529793,3.521500861560187,0.0
37,18.5,0.9955176776802168,14.606975681408215,293.1100940591089,9.25,3.6290894047626235e-05,0.00011845896760636654,0.0,1973.7912914529793,3.521500861560187,0.0
38,19.0,0.9956686257041043,14.606977596226677,293.10764899546615,9.5,3.5384882006758955e-05,0.00011745016118613277,0.0,1973.7912914529793,3.521500861560187,0.0
39,19.5,0.9958195816306723,14.606979430032016,293.1052041334292,9.75,3.523058895955943e-05,0.00011577064889440237,0.0,1973.9615545860129,3.351237728526641,0.0
40,20.0,0.9959705461127474,14.60698118580711,293.102759465575,10.0,3.439508843208863e-05,0.00011485037432895027,0.0,1973.9615545860129,3.351237728526641,0.0
41,20.5,0.9961215197522775,14.606982866301834,293.10031498506027,10.25,3.359890296829307e-05,0.00011396606506909338,0.0,1973.9615545860129,3.351237728526641,0.0
42,21.0,0.9962725031361084,14.606984474195718,293.0978706852169,10.5,3.351823084986647e-05,0.00011243884330292247,0.0,1974.1236545533143,3.1891377612252403,0.0
43,21.5,0.996423496806038,14.606986011962038,293.09542655989,10.75,3.278315446477042e-05,0.00011163615336782057,0.0,1974.1236545533143,3.1891377612252403,0.0
44,22.0,0.9965745012810714,14.606987481968988,293.0929826031861,11.0,3.2082303625819374e-05,0.00011086699725788461,0.0,1974.1236545533143,3.1891377612252403,0.0
45,22.5,0.9967255170589614,14.606988886486793,293.0905388094557,11.25,3.141398835478713e-05,0.00011013079472272565,0.0,1974.1236545533143,3.1891377612252403,0.0
46,23.0,0.9968765445964358,14.606990227598043,293.0880951735162,11.5,3.141891188955789e-05,0.00010878475993876438,0.0,1974.277945140978,3.0348471735614013,0.0
47,23.5,0.9970275843467626,14.60699150736827,293.08565169022734,11.75,3.0801324476429746e-05,0.00010812257712487825,0.0,1974.277945140978,3.0348471735614013,0.0
48,24.0,0.9971786367185894,14.606992727659255,293.08320835495596,12.0,3.0212290762541524e-05,0.00010749131985500707,0.0,1974.277945140978,3.0348471735614013,0.0
49,24.5,0.9973297021042972,14.606993890257806,293.0807651632555,12.25,2.9650497833811277e-05,0.00010689051423211196,0.0,1974.2779451409776,3.034847173561401,0.0
50,25.0,0.9974807808891011,14.606994996917079,293.0783221107631,12.5,2.9728231775536935e-05,0.00010570612101869185,0.0,1974.424767779983,2.8880245345564206,0.0
