,time,RH_parcel,q_parcel,T_parcel,z_parcel,qa_ts,qc_ts,qr_ts,na_ts,nc_ts,nr_ts
2298,1149.0,1.0067716685632415,0.012024974242528174,289.8950553332022,574.5,1.4849326591572185e-07,0.0002088860525865905,0.0007163455460480996,1633596844.323117,185144638.49712598,172581.8668844468
2299,1149.5,1.0067659646227523,0.012024303812718639,289.8942834376337,574.75,1.5024724300366913e-07,0.00020951439795041646,0.0007163858765167208,1633578159.3696055,185139052.3632022,160978.99298352937
2300,1150.0,1.006760365556585,0.012023633829141699,289.89351043158985,575.0,1.5199897649517755e-07,0.00021010916746372398,0.0007164593388468619,1633544875.8331869,185027369.16211396,160897.76230976335
2301,1150.5,1.0067546046726386,0.01202296318653802,289.89273906557173,575.25,1.537918001639734e-07,0.0002105072371680828,0.0007167301189225128,1633515342.4912357,184524013.65436026,160707.9948267136
2302,1151.0,1.0067492248855703,0.012022294134874243,289.89196374040864,575.5,1.555628436644684e-07,0.00021109855363590554,0.0007168060830749673,1633483021.035294,184501726.41801628,159377.66356583807
2303,1151.5,1.0067436999116892,0.012021624493096818,289.89118988377714,575.75,1.5739374740532604e-07,0.00021167939822093907,0.0007168930493636175,1633351149.665059,184493887.7898598,159226.03434823384
2304,1152.0,1.0067379435201145,0.012020953903895853,289.8904183848633,576.0,1.5921344411567787e-07,0.00021209001841084475,0.0007171511986779672,1633297944.6499066,184227691.41259053,154605.48413120434
2305,1152.5,1.0067325529569997,0.012020284842280174,289.8896430844661,576.25,1.6108610363716285e-07,0.00021263464076038408,0.0007172737652845863,1633279416.3070755,184219139.48573944,154217.33101059042
2306,1153.0,1.0067269564713501,0.012019614938905222,289.888869878835,576.5,1.6297718171297623e-07,0.00021314608172542433,0.0007174303366164223,1632974418.2564244,184115053.9330695,152506.05560832695
2307,1153.5,1.0067213187645938,0.01201894487630704,289.88809706944005,576.75,1.4222563405780088e-07,0.00021342207683614653,0.000717845155651539,1627548318.984086,189079773.67264885,151290.25329162754
2308,1154.0,1.006715682375811,0.01201827483076568,289.88732421759823,577.0,1.43876091280892e-07,0.00021240974540048804,0.0007195258821713352,1627518579.2886689,188966978.1659435,171484.96832251782
2309,1154.5,1.0067099939603485,0.012017604581239672,289.88655187338384,577.25,1.4554663162991366e-07,0.0002130203837164089,0.0007195838228410729,1627464751.9313965,188631677.89683017,170903.63460700627
2310,1155.0,1.0067041651388557,0.012016933761534074,289.885780948094,577.5,1.472354535743305e-07,0.00021364803726950634,0.0007196253001716293,1627447416.005534,188624925.250265,170588.13607817714
2311,1155.5,1.0066981177178884,0.01201626204768486,289.88501224793174,577.75,1.4894165236235786e-07,0.00021408869853833335,0.0007198546465532292,1627442338.66743,188595356.8134877,170139.7192693086
2312,1156.0,1.0066919262116343,0.012015589748484719,289.8842450044487,578.0,1.363507399685312e-07,0.0002146937027178122,0.0007199345324862848,1624055105.797578,191961418.8080647,167008.21834804767
2313,1156.5,1.0066856709974528,0.01201491719699804,289.88347838879514,578.25,1.379148586900521e-07,0.0002152685169082193,0.0007200307056638359,1624048153.113451,191845532.04622674,166957.87787918534
2314,1157.0,1.006679344720759,0.012014244362766819,289.88271247676755,578.5,1.3949527114955917e-07,0.00021579280638905866,0.0007201776700017579,1624014972.4708078,191839256.9809858,166568.8327725563
2315,1157.5,1.0066728504997022,0.012013570844403394,289.88194826724214,578.75,1.4109216876176246e-07,0.00021638826044070747,0.0007202541374159214,1623995756.2526586,191828957.15199125,166535.1390017842
2316,1158.0,1.0066661343572156,0.01201289641830829,289.8811863166589,579.0,1.426754693092805e-07,0.00021622143408057563,0.00072109380657061,1623970826.3481238,191754316.3499189,164969.42882659353
2317,1158.5,1.0066595377519665,0.01201222249922151,289.88042310435645,579.25,1.443067745707947e-07,0.00021657495507871477,0.0007214125733539883,1623775019.5990987,191729110.7159085,164960.87874970862
2318,1159.0,1.0066528049870127,0.012011548027761818,289.8796612666656,579.5,1.2297431459216928e-07,0.0002166135903128001,0.0007220697420395743,1618298623.668701,197093826.80495057,164816.2787843505
2319,1159.5,1.0066461163955167,0.012010873751069183,289.8788989442858,579.75,1.2435781493930657e-07,0.00021699571253317053,0.0007223605130114916,1618275893.9412382,196487963.77789402,164733.35072304858
2320,1160.0,1.0066398346926124,0.01201020117181958,289.8781323977219,580.0,1.254137441843959e-07,0.0002176123196802132,0.000722415429184807,1617846304.9333386,196472053.10461995,164686.73706033378
2321,1160.5,1.0066333341143452,0.012009527697508345,289.8773680785701,580.25,1.2682370380783314e-07,0.00021820302737524355,0.0007224967858413882,1617831407.6051483,196429802.01658165,164538.8077655467
2322,1161.0,1.0066266769131962,0.012008853586077893,289.8766053449259,580.5,1.282473852144437e-07,0.0002188217894509743,0.0007225507115147026,1617808366.4768348,196418307.1466975,164502.7388267534
2323,1161.5,1.0066198117558076,0.012008178624904449,289.8758447259157,580.75,1.2968229621964893e-07,0.00021932528723574043,0.0007227207399923738,1617772986.7591906,196376557.31284356,164366.15906713452
2324,1162.0,1.0066128367734917,0.012007503220550412,289.8750852097858,581.0,1.311357831466894e-07,0.00021993575262306713,0.000722784225472158,1617599524.6700816,196370081.5576762,164304.80433219057
2325,1162.5,1.0066056585059502,0.012006826985876622,289.87432775995416,581.25,1.3260510720617603e-07,0.00021977253239246765,0.0007236222110524887,1617580453.4296536,196263405.44948885,164281.21154030904
2326,1163.0,1.0065986474761628,0.012006151455803511,289.8735685566834,581.5,1.340774687584495e-07,0.00022004200319249617,0.0007240267979640198,1617410315.8785453,196226226.9884105,163998.03156650258
2327,1163.5,1.00659159565342,0.012005475768551885,289.8728097445603,581.75,1.3557089267178977e-07,0.00022058782889661168,0.000724155166087616,1617384435.8771596,196091819.41510963,163588.5671637764
2328,1164.0,1.006584535086403,0.012004800056886906,289.8720509931913,582.0,1.3708513672844524e-07,0.0002205868816648149,0.0007248303107403354,1617358225.5433505,196041946.12756133,163283.24000378104
2329,1164.5,1.0065774993008556,0.012004124459683348,289.8712919569785,582.25,1.3861375124698692e-07,0.00022119323764269416,0.0007248980233514956,1617349146.0492165,195939502.59691864,162984.94013298673
2330,1165.0,1.0065703818171743,0.012003448535877804,289.8705337335334,582.5,1.4011786755528084e-07,0.0002217802464603197,0.000724985434223106,1617311642.1883745,195542058.49559182,162568.55008169598
2331,1165.5,1.0065643107115174,0.012002776958117394,289.86976469470636,582.75,1.416786300038632e-07,0.00022230892751707362,0.0007251267701643127,1617302203.7825327,195512458.31638226,162506.03416876827
2332,1166.0,1.0065580808139774,0.012002104734306799,289.86899726361213,583.0,1.4325540496751825e-07,0.00022292218759348444,0.0007251841571235332,1616903551.6695561,195488941.7512352,162469.47366922424
2333,1166.5,1.0065516313939493,0.012001431612935744,289.8682320661485,583.25,1.448452397190226e-07,0.0002235068444571564,0.0007252710317961643,1616876325.3867111,195476079.00162134,162400.0088063021
2334,1167.0,1.0065449961968225,0.012000757733821565,289.86746875437194,583.5,1.464541635425731e-07,0.00022363674882896198,0.0007258133976147129,1616856531.3756137,194810306.54612342,162010.59547514058
2335,1167.5,1.006538644639781,0.01200008504125426,289.8667024898056,583.75,1.4807081895881703e-07,0.00022415789935008784,0.0007259633230054766,1616444345.7948768,194652942.31410122,161990.73928114236
2336,1168.0,1.0065326436576474,0.011999413812402588,289.8659325826992,584.0,1.4970625185849692e-07,0.00022475887602091998,0.0007260319397534154,1616418028.5978956,194640766.028925,161448.3563055811
2337,1168.5,1.0065264593060241,0.011998741835757172,289.8651645365203,584.25,1.2738297151281248e-07,0.00022516704609320626,0.0007263180696068912,1610706551.4257467,200213712.05385068,161413.17309460443
2338,1169.0,1.0065202286055246,0.01199806967884577,289.8643969389436,584.5,1.2877399649181133e-07,0.00022580035166230774,0.0007263555299242133,1610628105.9890783,200209224.54119584,159272.36042210064
2339,1169.5,1.0065138711874537,0.01199739700882776,289.8636306182621,584.75,1.3017920817732598e-07,0.00022636471234151287,0.0007264624340513332,1610568416.845795,199875358.79152593,159262.4560331299
2340,1170.0,1.0065078475537947,0.011996725732891065,289.8628608283295,585.0,1.3158510394897506e-07,0.00022699116577495963,0.0007265058506588082,1610539336.19642,199407080.05254036,159250.15940582112
2341,1170.5,1.0065022369275634,0.011996056179058861,289.86208675284126,585.25,1.3301749156975363e-07,0.0002276213427466116,0.0007265437951317392,1610507989.189994,199399558.09998447,159146.49667305723
2342,1171.0,1.0064964173279862,0.011995385771411165,289.86131480212174,585.5,1.3446339096235597e-07,0.00022807741590014817,0.0007267566837265066,1610477375.6316612,199210371.72125924,158572.3028664077
2343,1171.5,1.0064907803510743,0.011994716131695612,289.86054094035916,585.75,1.3592663555999322e-07,0.00022855113493894648,0.0007269511411586636,1610191045.2653809,199181736.7223847,157730.41122080787
2344,1172.0,1.0064850239503111,0.011994046009041524,289.85976828041674,586.0,1.3740478672077628e-07,0.00022897652638405097,0.0007271943942164853,1610183413.0904837,199119893.68173778,157117.44908694515
2345,1172.5,1.0064791936091542,0.011993375591827928,289.8589963535025,586.25,1.3889802484250229e-07,0.00022955200900591624,0.0007272878355700954,1610174042.5706842,199062762.16032922,157085.28634404804
2346,1173.0,1.0064731946417684,0.011992704487973611,289.858226135333,586.5,1.404065697858095e-07,0.00023003057224290778,0.000727478867642476,1610154713.840342,199021885.46538815,157064.50686411222
2347,1173.5,1.0064670460118144,0.011992032776043696,289.8574574303944,586.75,1.4193055214200414e-07,0.00023065948805722287,0.0007275201397757201,1610146621.0031703,199018313.95122418,156327.15267697125
2348,1174.0,1.0064607003400436,0.011991360259878285,289.85669072684186,587.0,1.4342471785986183e-07,0.00023091148523846054,0.0007279391645941748,1610125734.513362,198659756.44313425,155905.8371749381
2349,1174.5,1.0064545646490077,0.011990688624930537,289.8559218303288,587.25,1.4497704907318175e-07,0.00023143790086661023,0.0007280828315825592,1610107338.4105208,198619187.17492253,155897.90581530615
2350,1175.0,1.006448265517574,0.011990016324910103,289.8551545888871,587.5,1.2225667769146846e-07,0.0002320832684088823,0.000728132484432104,1604256171.5573943,204397928.6243347,155890.2823376865
2351,1175.5,1.0064417520851061,0.011989343149254542,289.85438952651356,587.75,1.2355864022213017e-07,0.00023270439737669454,0.0007281832291573214,1604230942.2661004,204394084.06834415,155154.22191867346
2352,1176.0,1.006435060513027,0.011988669247740268,289.85362627048096,588.0,1.0583406234340719e-07,0.0002332418996515692,0.000728337352974599,1599711911.0779166,208849058.74600455,154625.7072914141
2353,1176.5,1.006428291371978,0.011987995036822649,289.8528637844163,588.25,1.0693986145121206e-07,0.00023363354451779188,0.000728618813226889,1599648404.5526526,208795444.9025213,154570.77326917075
2354,1177.0,1.0064214662994386,0.011987320606107963,289.8521018453292,588.5,1.0805655376927414e-07,0.00023209169955740514,0.0007308339722096429,1599642531.4154096,208757132.27112243,154511.54939228075
